id|title|body|department|sentiment
805|In albergo è...|In albergo è presente anche un centro salute completamente gratuito e molto confortevole.|Reception|pos
806|SPA interna molto...|SPA interna molto pulita e molto ben gestita dallo staff.|Reception|pos
807|Apprezzo molto l'eccellente...|Apprezzo molto l'eccellente servizio clienti e l'attenzione ai dettagli|Reception|pos
808|Apprezzo molto l'eccellente...|Apprezzo molto l'eccellente servizio clienti e l'attenzione ai particolari.|Reception|pos
809|Apprezzo molto ottimo...|Apprezzo molto ottimo servizio clienti e l'attenzione ai dettagli|Reception|pos
810|Apprezzo molto ottimo...|Apprezzo molto ottimo servizio clienti e l'attenzione ai particolari.|Reception|pos
811|Ammiro molto l'eccellente...|Ammiro molto l'eccellente servizio clienti e l'attenzione ai dettagli|Reception|pos
812|Ammiro molto l'eccellente...|Ammiro molto l'eccellente servizio clienti e l'attenzione ai particolari.|Reception|pos
813|Ammiro molto ottimo...|Ammiro molto ottimo servizio clienti e l'attenzione ai dettagli|Reception|pos
814|Ammiro molto ottimo...|Ammiro molto ottimo servizio clienti e l'attenzione ai particolari.|Reception|pos
815|Ottimi servizi in...|Ottimi servizi in camera offerti dalla reception: kit di benvenuto e una bottiglia omaggio.|Reception|pos
816|L'albergo ha svolto...|L'albergo ha svolto un servizio di check-in in camera molto comodo e professionale.|Reception|pos
817|Kit di cortesia...|Kit di cortesia disponibile in tutte le camere e per ogni ospite.|Reception|pos
818|Check-in lento e...|Check-in lento e disorganizzato.|Reception|neg
819|Personale della reception...|Personale della reception scortese disponibile.|Reception|neg
820|Personale della reception...|Personale della reception poco disponibile.|Reception|neg
821|dipendenti della reception...|dipendenti della reception scortese disponibile.|Reception|neg
822|dipendenti della reception...|dipendenti della reception poco disponibile.|Reception|neg
823|Attesa lunga alla...|Attesa lunga alla registrazione e poca chiarezza nelle informazioni.|Reception|neg
824|Attesa lunga alla...|Attesa lunga alla registrazione e poca trasparenza nelle informazioni.|Reception|neg
825|Attesa snervante alla...|Attesa snervante alla registrazione e poca chiarezza nelle informazioni.|Reception|neg
826|Attesa snervante alla...|Attesa snervante alla registrazione e poca trasparenza nelle informazioni.|Reception|neg
827|A causa di...|A causa di un guasto è mancata l'acqua calda in camera per tutto il soggiorno|Reception|neg
828|A causa di...|A causa di un guasto è mancata l'acqua calda in camera per tutto il periodo.|Reception|neg
829|Ascensore non funzionante...|Ascensore non funzionante per una settimana.|Reception|neg
830|Nessuno alla reception...|Nessuno alla reception e nessuno al bar che era chiuso e inaccessibile.|Reception|neg
831|Il mio numero...|Il mio numero di telefono trascritto sbagliato e le mie email finite nello spam! Pessimo servizio.|Reception|neg
832|Personale scortese che...|Personale scortese che mette ansia. Qualsiasi richiesta extra viene respinta a priori.|Reception|neg
833|Personale scortese che...|Personale scortese che mette ansia. ogni richiesta extra viene respinta a priori.|Reception|neg
834|Molto delusa! Non...|Molto delusa! Non hanno accettato un cambio di prenotazione né fornito alcun rimborso|Reception|neg
835|Molto delusa! Non...|Molto delusa! Non hanno accettato un cambio di prenotazione né fornito alcun indennizzo.|Reception|neg
836|Non hanno nemmeno...|Non hanno nemmeno la decenza di trattare bene i pochi clienti che hanno sono senza parole.|Reception|neg
837|Non hanno nemmeno...|Non hanno nemmeno la decenza di trattare bene i pochi ospiti che hanno sono senza parole.|Reception|neg
838|Non hanno nemmeno...|Non hanno nemmeno la dignità di trattare bene i pochi clienti che hanno sono senza parole.|Reception|neg
839|Non hanno nemmeno...|Non hanno nemmeno la dignità di trattare bene i pochi ospiti che hanno sono senza parole.|Reception|neg
840|Addetti notturni alla...|Addetti notturni alla reception davvero incapaci e svogliati.|Reception|neg
841|Addetti notturni alla...|Addetti notturni alla reception davvero incompetenti e svogliati.|Reception|neg
842|Responsabili notturni alla...|Responsabili notturni alla reception davvero incapaci e svogliati.|Reception|neg
843|Responsabili notturni alla...|Responsabili notturni alla reception davvero incompetenti e svogliati.|Reception|neg
844|Non particolarmente accogliente...|Non particolarmente accogliente Personale svogliato se non addirittura maleducato|Reception|neg
845|Non particolarmente accogliente...|Non particolarmente accogliente Personale svogliato se non addirittura sgarbato.|Reception|neg
846|Non particolarmente ospitale....|Non particolarmente ospitale. Personale svogliato se non addirittura maleducato|Reception|neg
847|Non particolarmente ospitale....|Non particolarmente ospitale. Personale svogliato se non addirittura sgarbato.|Reception|neg
848|Ho dovuto chiedere...|Ho dovuto chiedere più volte per poter avere una coperta in più e per sapere come attivare il wifi.|Reception|neg
849|Ho dovuto chiamare...|Ho dovuto chiamare più volte per poter avere una coperta in più e per sapere come attivare il wifi.|Reception|neg
850|Alla reception non...|Alla reception non ti danno alcuna informazione e in camera non funziona quasi nulla|Reception|neg
851|Alla reception non...|Alla reception non ti danno alcuna informazione e in camera non funziona quasi niente.|Reception|neg
852|Alla reception non...|Alla reception non ti danno alcuna indicazione e in camera non funziona quasi nulla|Reception|neg
853|Alla reception non...|Alla reception non ti danno alcuna indicazione e in camera non funziona quasi niente.|Reception|neg
854|Il proprietario continuava...|Il proprietario continuava a tormentarci, bussava alla porta della nostra camera al mattino e cercava di entrare.|Reception|neg
855|Avevo prenotato con...|Avevo prenotato con ingresso alle 13:00, ma quando siamo arrivati non c'era nessuno ad aspettarci|Reception|neg
856|Avevo prenotato con...|Avevo prenotato con ingresso alle 13:00, ma quando siamo arrivati non c'era nessuno ad attenderci.|Reception|neg
857|Accetta prenotazioni anche...|Accetta prenotazioni anche se non ha posti letto, dirottando su un altro albergo pessimo|Reception|neg
858|Accetta prenotazioni anche...|Accetta prenotazioni anche se non ha posti letto, dirottando su un altro albergo orribile.|Reception|neg
859|Prende prenotazioni anche...|Prende prenotazioni anche se non ha posti letto, dirottando su un altro albergo pessimo|Reception|neg
860|Prende prenotazioni anche...|Prende prenotazioni anche se non ha posti letto, dirottando su un altro albergo orribile.|Reception|neg
861|Le camere risultano...|Le camere risultano libere anche quando in realtà sono occupate|Reception|neg
862|Le camere risultano...|Le camere risultano libere anche quando in realtà sono impegnate.|Reception|neg
863|Se vi lamentate...|Se vi lamentate della sistemazione iniziano ad urlare e a chiamarvi ladri. Da evitare come la peste.|Reception|neg
864|Nessuno tra il...|Nessuno tra il personale alla reception parlava la nostra lingua.|Reception|neg
865|Non c'è una...|Non c'è una reception o qualcosa di simile e quindi non si ha la possibilità di contattare nessuno.|Reception|neg
866|Scarsa trasparenza e...|Scarsa trasparenza e poca chiarezza su politiche di cancellazione, rimborsi e depositi.|Reception|neg
867|Problemi con la...|Problemi con la gestione di documenti o identificazioni (richiesta di documenti non chiara e eccessiva).|Reception|neg
868|Bisognerebbe ristrutturare la...|Bisognerebbe ristrutturare la hall e assumere uno staff più cordiale|Reception|neg
869|Bisognerebbe ristrutturare la...|Bisognerebbe ristrutturare la hall e assumere uno staff più gentile.|Reception|neg
870|Nessuna accoglienza, nessuno...|Nessuna accoglienza, nessuno che ti accompagni in un labirinto di scale pianerottoli fino alla tua camera.|Reception|neg
871|In ascensore entrano...|In ascensore entrano a malapena 2 persone senza valige|Reception|neg
872|In ascensore entrano...|In ascensore entrano a malapena 2 persone senza bagagli.|Reception|neg
873|In ascensore entrano...|In ascensore entrano a stento 2 persone senza valige|Reception|neg
874|In ascensore entrano...|In ascensore entrano a stento 2 persone senza bagagli.|Reception|neg
875|Personale poco gentile...|Personale poco gentile e frettoloso in ogni occasione|Reception|neg
876|Personale poco gentile...|Personale poco gentile e frettoloso in ogni situazione|Reception|neg
877|Personale poco gentile...|Personale poco gentile e frettoloso in ogni circostanza.|Reception|neg
878|Personale poco gentile...|Personale poco gentile e superficiale in ogni occasione|Reception|neg
879|Personale poco gentile...|Personale poco gentile e superficiale in ogni situazione|Reception|neg
880|Personale poco gentile...|Personale poco gentile e superficiale in ogni circostanza.|Reception|neg
881|Il personale delle...|Il personale delle pulizie inizia a disturbare già alle 7:30 bussando per essere aperti.|Reception|neg
882|Il personale delle...|Il personale delle pulizie inizia a infastidire già alle 7:30 bussando per essere aperti.|Reception|neg
883|Reception aperta solo...|Reception aperta solo poche ore al giorno. Nessun personale durante la notte.|Reception|neg
884|Reception aperta solo...|Reception aperta solo poche ore al giorno. niente personale durante la notte.|Reception|neg
885|Difficile trovare la...|Difficile trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg
886|Difficile trovare la...|Difficile trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg
887|complicato trovare la...|complicato trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg
888|complicato trovare la...|complicato trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg
889|arduo trovare la...|arduo trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg
890|arduo trovare la...|arduo trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg
891|Carenza cronica di...|Carenza cronica di personale. Non c'è mai nessuno a cui chiedere informazioni.|Reception|neg
892|Carenza cronica di...|Carenza cronica di personale. Non c'è mai qualcuno a cui chiedere informazioni.|Reception|neg
893|Carenza costante di...|Carenza costante di personale. Non c'è mai nessuno a cui chiedere informazioni.|Reception|neg
894|Carenza costante di...|Carenza costante di personale. Non c'è mai qualcuno a cui chiedere informazioni.|Reception|neg
895|Servizio lento, brusco...|Servizio lento, brusco e generalmente negativo. Pochi impiegati e spesso impreparati|Reception|neg
896|Servizio lento, brusco...|Servizio lento, brusco e generalmente negativo. Pochi impiegati e spesso inesperto.|Reception|neg
897|Cordialità di tutto...|Cordialità di tutto personale: zero assoluto. Non ci tornerò mai più.|Reception|neg
898|Gentilezza di tutto...|Gentilezza di tutto personale: zero assoluto. Non ci tornerò mai più.|Reception|neg
899|C'era qualcuno al...|C'era qualcuno al mio piano che durante la notte ha iniziato a urlare piú volte svegliando tutti.|Reception|neg
900|C'era qualcuno al...|C'era qualcuno al mio piano che durante la notte ha iniziato a gridare piú volte svegliando tutti.|Reception|neg
901|Il check-in più...|Il check-in più disorganizzato mai visto. Hanno sbagliato 3 volte a scrivere i miei dati.|Reception|neg
902|Il check-in più...|Il check-in più disorganizzato mai visto. Hanno sbagliato 3 volte a compilare i miei dati.|Reception|neg
903|Il check-in più...|Il check-in più caotico mai visto. Hanno sbagliato 3 volte a scrivere i miei dati.|Reception|neg
904|Il check-in più...|Il check-in più caotico mai visto. Hanno sbagliato 3 volte a compilare i miei dati.|Reception|neg
905|Lo staff ha...|Lo staff ha risposto male e sempre negativamente a qualsiasi richiesta|Reception|neg
906|Lo staff ha...|Lo staff ha risposto male e sempre negativamente a qualsiasi domanda.|Reception|neg
907|Personale non accogliente...|Personale non accogliente e poco disponibile.|Reception|neg
908|La reception non...|La reception non è all'interno dell'hotel, quindi se vuoi chiedere informazioni devi prenderti la pioggia|Reception|neg
909|La reception non...|La reception non è all'interno dell'hotel, quindi se vuoi avere informazioni devi prenderti la pioggia|Reception|neg
910|Niente telefono in...|Niente telefono in camera; per contattare la reception devi usare il tuo telefono.|Reception|neg
911|Niente telefono in...|Niente telefono in camera; per chiamare la reception devi usare il tuo telefono.|Reception|neg
912|Niente acqua calda,...|Niente acqua calda, solo tiepida, che in inverno è inaccettabile|Reception|neg
913|Niente acqua calda,...|Niente acqua calda, solo tiepida, che in inverno è inammissibile.|Reception|neg
914|Il portiere di...|Il portiere di notte ci ha rivelato che il riscaldamento è guasto da 8 anni.|Reception|neg
915|Il portiere di...|Il portiere di notte ci ha rivelato che il riscaldamento è rotto da 8 anni.|Reception|neg
916|Il custode di...|Il custode di notte ci ha rivelato che il riscaldamento è guasto da 8 anni.|Reception|neg
917|Il custode di...|Il custode di notte ci ha rivelato che il riscaldamento è rotto da 8 anni.|Reception|neg
918|Il personale dell'hotel...|Il personale dell'hotel ha fatto sparire alcuni miei effetti personali. Ho sporto denuncia.|Reception|neg
919|Siamo giunte di...|Siamo giunte di mattina (così come da prenotazione) ma la nostra camera è stata liberata solo di pomeriggio.|Reception|neg
920|Siamo arrivate di...|Siamo arrivate di mattina (così come da prenotazione) ma la nostra camera è stata liberata solo di pomeriggio.|Reception|neg
921|Servizio sia ai...|Servizio sia ai piani che alla reception veramente scarso. Albergo da massimo 1 stella.|Reception|neg
922|Servizio sia ai...|Servizio sia ai piani che alla reception davvero scarso. Albergo da massimo 1 stella.|Reception|neg
923|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle esigenze dei clienti.|Reception|neg
924|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle richieste dei clienti.|Reception|neg
925|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle necessità dei clienti.|Reception|neg
926|Personale maleducato e...|Personale maleducato e addetti al facchinaggio senza alcuna cura per i nostri bagagli.|Reception|neg
927|Personale maleducato e...|Personale maleducato e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli.|Reception|neg
928|Personale rozzo e...|Personale rozzo e addetti al facchinaggio senza alcuna cura per i nostri bagagli.|Reception|neg
929|Personale rozzo e...|Personale rozzo e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli.|Reception|neg
930|Gente che si...|Gente che si asciuga i capelli di notte, sbatte le porte, musica ad alto volume, sconsigliatissimo.|Reception|neg
931|La cameriera si...|La cameriera si è messa a gridare perché mia moglie ha chiesto se poteva avere un té.|Reception|neg
932|La cameriera si...|La cameriera si è messa a urlare perché mia moglie ha chiesto se poteva avere un té.|Reception|neg
933|Il personale sembra...|Il personale sembra sempre che ti stia facendo un favore per qualsiasi richiesta|Reception|neg
934|Il personale sembra...|Il personale sembra sempre che ti stia facendo un favore per qualsiasi cosa.|Reception|neg
935|Ho chiesto se...|Ho chiesto se potevano chiamarmi un taxi e mi è stato risposto che potevo chiamarmelo da solo.|Reception|neg
936|Abbiamo attesto oltre...|Abbiamo attesto oltre mezz'ora alla reception che arrivasse un addetto per il check-in.|Reception|neg
937|Abbiamo aspettato oltre...|Abbiamo aspettato oltre mezz'ora alla reception che arrivasse un addetto per il check-in.|Reception|neg
938|Addetto alla reception...|Addetto alla reception per niente professionale, non indossava nemmeno l'uniforme.|Reception|neg
939|Ad ogni segnalazione,...|Ad ogni segnalazione, il personale risponde con un sorriso e una promessa ma poi di fatto non fa nulla.|Reception|neg
940|Personale poco disponibile...|Personale poco disponibile e schietto fino alla maleducazione|Reception|neg
941|Personale poco disponibile...|Personale poco disponibile e schietto fino alla scortesia.|Reception|neg
942|Accoglienza quasi zero...|Accoglienza quasi zero e senza ascensore (4 piani!).|Reception|neg
943|Accoglienza quasi nulla...|Accoglienza quasi nulla e senza ascensore (4 piani!).|Reception|neg
944|Gente che entra...|Gente che entra ed esce dall'albergo poco raccomandabile...|Reception|neg
945|Fin dalla prenotazione,...|Fin dalla prenotazione, ho parlato con personale scortese a livelli esagerati|Reception|neg
946|Fin dalla prenotazione,...|Fin dalla prenotazione, ho parlato con personale scortese a livelli estremi.|Reception|neg
947|OVERBOOKING a mezzanotte;...|OVERBOOKING a mezzanotte; nonostante prenotazione non avevano riservato una stanza per me.|Reception|neg
948|OVERBOOKING a mezzanotte;...|OVERBOOKING a mezzanotte; nonostante prenotazione non avevano tenuto una stanza per me.|Reception|neg
949|Prenotato online e...|Prenotato online e pagato in anticipo, quando sono arrivato ho scoperto che non avevano camere.|Reception|neg
950|Il comportamento del...|Il comportamento del personale dell'hotel è pessimo. Maleducati e cafoni.|Reception|neg
951|Il contegno del...|Il contegno del personale dell'hotel è pessimo. Maleducati e cafoni.|Reception|neg
952|Alla reception un...|Alla reception un confuso signore ha impiegato 10 minuti per trovare la mia prenotazione.|Reception|neg
953|Alla reception un...|Alla reception un disordinato signore ha impiegato 10 minuti per trovare la mia prenotazione.|Reception|neg
954|La correttezza e...|La correttezza e la professionalità non sono di casa in questo porcile chiamato hotel.|Reception|neg
955|Ci hanno costretto...|Ci hanno costretto a cambiare camera da un giorno all'altro senza darci spiegazioni e con molto disagio|Reception|neg
956|Ci hanno costretto...|Ci hanno costretto a cambiare camera da un giorno all'altro senza darci spiegazioni e con molto fastidio.|Reception|neg
957|Avevamo una camera...|Avevamo una camera con bagno ma dopo un giorno ci hanno spostato in una camera senza bagno senza preavviso. Servizio clienti deludente|Reception|neg
958|Personale impreparato che...|Personale impreparato che ha creato disordine e confusione per il pagamento.|Reception|neg
959|Personale incapace che...|Personale incapace che ha creato disordine e confusione per il pagamento.|Reception|neg
960|Il personale non...|Il personale non comprende l'italiano e quando lo capivano erano TOTALMENTE DSINTERESSATI a qualsiasi richiesta.|Reception|neg
961|Quando ho fatto...|Quando ho fatto notare che dalla finestra entrava acqua mi è stato risposto e quindi cosa vuoi?|Reception|neg
962|Quando ho fatto...|Quando ho fatto rilevare che dalla finestra entrava acqua mi è stato risposto e quindi cosa vuoi?|Reception|neg
963|Reception praticamente inesistente...|Reception praticamente inesistente 0 personale, 0 servizi, 0 professionalità.|Reception|neg
964|Reception praticamente immaginaria:...|Reception praticamente immaginaria: 0 personale, 0 servizi, 0 professionalità.|Reception|neg
965|All'arrivo in hotel...|All'arrivo in hotel ci sono stati richiesti ulteriori soldi (non previsti) per darci la camera già pagata.|Reception|neg
966|Il receptionist ci...|Il receptionist ci ha accolti con le pantofole e nonostante stessimo a Milano non parlava italiano!|Reception|neg
967|Per uscire alle...|Per uscire alle 7, abbiamo dovuto svegliare il tipo della reception che si è presentato in pigiama e infradito.|Reception|neg
968|In fase di...|In fase di check-in ci hanno chiesto di pagare 40 euro per avere elettricità in camera. Da denuncia.|Reception|neg
969|In fase di...|In fase di check-in ci hanno chiesto di pagare 40 euro per avere corrente in camera. Da denuncia.|Reception|neg
970|Pieno di tariffe...|Pieno di tariffe nascoste Il soggiorno mi è costato 100 euro in più al giorno. Ladri|Reception|neg
971|Pieno di tariffe...|Pieno di tariffe nascoste Il soggiorno mi è costato 100 euro in più al giorno. truffatori.|Reception|neg
972|Pieno di tariffe...|Pieno di tariffe occultate. Il soggiorno mi è costato 100 euro in più al giorno. Ladri|Reception|neg
973|Pieno di tariffe...|Pieno di tariffe occultate. Il soggiorno mi è costato 100 euro in più al giorno. truffatori.|Reception|neg
974|Nonostante le nostre...|Nonostante le nostre rimostranze non è stato possibile aver alcun supporto dal personale.|Reception|neg
975|Nonostante le nostre...|Nonostante le nostre rimostranze non è stato possibile aver alcun aiuto dal personale.|Reception|neg
976|Nonostante le nostre...|Nonostante le nostre proteste non è stato possibile aver alcun supporto dal personale.|Reception|neg
977|Nonostante le nostre...|Nonostante le nostre proteste non è stato possibile aver alcun aiuto dal personale.|Reception|neg
978|Nonostante le nostre...|Nonostante le nostre lamentele non è stato possibile aver alcun supporto dal personale.|Reception|neg
979|Nonostante le nostre...|Nonostante le nostre lamentele non è stato possibile aver alcun aiuto dal personale.|Reception|neg
980|Il personale si...|Il personale si è rivelato impreparato, poco educato e menefreghista riguardo ad ogni situazione|Reception|neg
981|Il personale si...|Il personale si è rivelato impreparato, poco educato e menefreghista riguardo ad ogni circostanza.|Reception|neg
982|Receptionist talmente scortese...|Receptionist talmente scortese che speravamo di non incontrarlo.|Reception|neg
983|Receptionist così scortese...|Receptionist così scortese che speravamo di non incontrarlo.|Reception|neg
984|La risposta alle...|La risposta alle nostre lamentele è stata se non vi va bene andate in un altro albergo.|Reception|neg
985|Personale dell'hotel non...|Personale dell'hotel non professionale e pieno di pregiudizi sugli ospiti di colore.|Reception|neg
986|Albergo sprovvisto di...|Albergo sprovvisto di POS per pagare con carta o bankomat.|Reception|neg
987|Albergo sprovvisto di...|Albergo sprovvisto di POS per saldare con carta o bankomat.|Reception|neg
988|Albergo privo di...|Albergo privo di POS per pagare con carta o bankomat.|Reception|neg
989|Albergo privo di...|Albergo privo di POS per saldare con carta o bankomat.|Reception|neg
990|Durante la notte...|Durante la notte qualcuno ha cercato di entrare in camera nostra e non c'era alcun personale per segnalarlo.|Reception|neg
991|Alla reception non...|Alla reception non sono in grado di fornire nessun aiuto né soluzione per nessun problema.|Reception|neg
992|Alla reception non...|Alla reception non sono in grado di dare nessun aiuto né soluzione per nessun problema.|Reception|neg
993|Prima mi hanno...|Prima mi hanno registrato e poi mi hanno comunicato che la mia camera non aveva il bagno.|Reception|neg
994|Prima mi hanno...|Prima mi hanno registrato e poi mi hanno detto che la mia camera non aveva il bagno.|Reception|neg
995|Albergo e personale...|Albergo e personale pessimi Scarsa sicurezza perfino all'interno delle camere. Estranei sul balcone.|Reception|neg
996|Albergo e personale...|Albergo e personale penosi. Scarsa sicurezza perfino all'interno delle camere. Estranei sul balcone.|Reception|neg
997|Non sono mai...|Non sono mai stata trattata così male come in questo albergo. Non ci ritornerò mai più.|Reception|neg
998|Ho avuto bisogno...|Ho avuto bisogno di effettuare check-in notturno ma mi è stato risposto che dovevo attendere la mattinna.|Reception|neg
999|Ho avuto necessità...|Ho avuto necessità di effettuare check-in notturno ma mi è stato risposto che dovevo attendere la mattinna.|Reception|neg
1000|Non metteteci piede,...|Non metteteci piede, gente maleducata e comportamento pessimo.|Reception|neg
1001|Non metteteci piede,...|Non metteteci piede, gente maleducata e contegno pessimo.|Reception|neg
1002|Il personale ha...|Il personale ha spostato tutti i miei bagagli e gli effetti personali da una stanza all'altra senza dirmi nulla.|Reception|neg
1003|Organizzazione scarsissima, i...|Organizzazione scarsissima, i servizi non corrispondono a quello dichiarato dall'albergo.|Reception|neg
1004|Il soggiorno di...|Il soggiorno di relax programmato in questo albergo è stato purtroppo deludente per molte ragioni.|Reception|neg
1005|Il soggiorno di...|Il soggiorno di relax prenotato in questo albergo è stato purtroppo deludente per molte ragioni.|Reception|neg
1006|Dalla strada sottostante...|Dalla strada sottostante arriva nelle camere tantissimo rumore. Impossibile riposare.|Reception|neg
1007|Dalla strada sottostante...|Dalla strada sottostante arriva nelle camere tantissimo rumore. impensabile riposare.|Reception|neg
1008|Dalla strada sottostante...|Dalla strada sottostante giunge nelle camere tantissimo rumore. Impossibile riposare.|Reception|neg
1009|Dalla strada sottostante...|Dalla strada sottostante giunge nelle camere tantissimo rumore. impensabile riposare.|Reception|neg
1010|Con grande stupore...|Con grande stupore all'arrivo, ci è stato detto che l'albergo non accetta bambini.|Reception|neg
1011|Con grande incredulità,...|Con grande incredulità, all'arrivo, ci è stato detto che l'albergo non accetta bambini.|Reception|neg
1012|Servizi pari a...|Servizi pari a zero. Se pensate di andare in vacanza per rilassarvi questo non è per niente il posto adatto…|Reception|neg
1013|Servizi pari a...|Servizi pari a zero. Se pensate di andare in vacanza per riposarvi questo non è per niente il posto adatto…|Reception|neg
1014|Schiamazzi e persone...|Schiamazzi e persone che urlavano ia tutte le ore, sicuramente un comportamento non adatto|Reception|neg
1015|Schiamazzi e persone...|Schiamazzi e persone che urlavano ia tutte le ore, sicuramente un comportamento non consono.|Reception|neg
1016|SPA inesistente anche...|SPA inesistente anche se reclamizzata Servizi scadenti e personale peggiore.|Reception|neg
1017|SPA inesistente anche...|SPA inesistente anche se pubblicizzata. Servizi scadenti e personale peggiore.|Reception|neg
1018|Pessimo trattamento da...|Pessimo trattamento da parte di tutto il personale. Non torneremo più.|Reception|neg
1019|Pessimo servizio da...|Pessimo servizio da parte di tutto il personale. Non torneremo più.|Reception|neg
1020|Il ragazzo alla...|Il ragazzo alla reception ci ha fatto salire e scendere 3 volte le scale prima di dirci come si accendeva la luce.|Reception|neg
1021|È evidente che...|È evidente che gli interessa solo il denaro e non certo la clientela. Cercate altre strutture per le vacanze.|Reception|neg
1022|Il personale è...|Il personale è maleducato e non sa gestire correttamente le richieste.|Reception|neg
1023|Per 5 minuti...|Per 5 minuti di ritardo ci hanno lasciato fuori tutta la notte. Pessimi.|Reception|neg
1024|Per 5 minuti...|Per 5 minuti di ritardo ci hanno chiusi fuori tutta la notte. Pessimi.|Reception|neg
1025|Alla reception di...|Alla reception di quest'albergo solo strafottenza e arroganza.|Reception|neg
1026|File interminabili al...|File interminabili al check-in e un generale senso di abbandono|Reception|neg
1027|File interminabili al...|File interminabili al check-in e un generale senso di negligenza.|Reception|neg
1028|File infinite al...|File infinite al check-in e un generale senso di abbandono|Reception|neg
1029|File infinite al...|File infinite al check-in e un generale senso di negligenza.|Reception|neg
1030|Non hanno saputo...|Non hanno saputo darmi indicazioni sui mezzi pubblici (che ho dovuto chiedere al commesso del negozio a fianco).|Reception|neg
1031|Il checkin è...|Il checkin è durato un'ora e mezza a causa del personale al desk che non sa fare il suo lavoro|Reception|neg
1032|Il checkin è...|Il checkin è durato un'ora e mezza a causa del personale al desk che non sa fare il suo mestiere.|Reception|neg
1033|Tempi biblici per...|Tempi biblici per la consegna delle chiavi dell'appartamento. Decisamente scortesi in reception.|Reception|neg
1034|Tempi lunghissimi per...|Tempi lunghissimi per la consegna delle chiavi dell'appartamento. Decisamente scortesi in reception.|Reception|neg
1035|Per nulla disponibili,...|Per nulla disponibili, scortesi e non rispettano gli orari. Vi consiglio di prenotare altrove.|Reception|neg
1036|Ogni volta che...|Ogni volta che ho chiamato la reception per un problema non hanno mai mandato nessuno a controllare.|Reception|neg
1037|Ogni volta che...|Ogni volta che ho chiamato la reception per un guasto, non hanno mai mandato nessuno a controllare.|Reception|neg
1038|Condizioni di prenotazione...|Condizioni di prenotazione non chiare chiedono caparre non previste.|Reception|neg
1039|Condizioni di prenotazione...|Condizioni di prenotazione non chiare chiedono cauzioni non previste.|Reception|neg
1040|Condizioni di prenotazione...|Condizioni di prenotazione non trasparenti, chiedono caparre non previste.|Reception|neg
1041|Condizioni di prenotazione...|Condizioni di prenotazione non trasparenti, chiedono cauzioni non previste.|Reception|neg
1042|Totale scortesia del...|Totale scortesia del personale reception e totale inadeguatezza professionale.|Reception|neg
1043|Gestione pessima. Scorrettezze...|Gestione pessima. Scorrettezze ai limiti della truffa|Reception|neg
1044|Gestione pessima. Scorrettezze...|Gestione pessima. Scorrettezze ai limiti della denuncia.|Reception|neg
1045|Dopo aver acquistato...|Dopo aver acquistato e pagato la stanza mi hanno rifiutato il check-in quanto avrebbero voluto a garanzia 500 euro cash!|Reception|neg
1046|Il servizio e...|Il servizio e la modalitá di prenotazione sono pessimi.|Reception|neg
1047|Consiglio ai gestori...|Consiglio ai gestori dell'hotel più cordialità e meno arroganza.|Reception|neg
1048|Consiglio ai gestori...|Consiglio ai gestori dell'hotel più gentilezza e meno arroganza.|Reception|neg
1049|Consiglio ai proprietari...|Consiglio ai proprietari dell'hotel più cordialità e meno arroganza.|Reception|neg
1050|Consiglio ai proprietari...|Consiglio ai proprietari dell'hotel più gentilezza e meno arroganza.|Reception|neg
1051|Non ho mai...|Non ho mai trovato personale così sgarbato, maleducato e insofferente come in questa struttura.|Reception|neg
1052|Scarsa disponibilità, e...|Scarsa disponibilità, e tanta tanta tanta SCORTESIA. In nessun posto al mondo mi é capitato di essere trattato così.|Reception|neg
1053|Il tizio che...|Il tizio che accoglie gli ospiti non mette certamente le persone a proprio agio, sommario e poco professionale.|Reception|neg
1054|Note negative: la...|Note negative: la mancanza di una reception, il personale dai modi decisamente sbrigativi.|Reception|neg
1055|Il parcheggio doveva...|Il parcheggio doveva essere gratuito e invece a fine soggiorno ci è stato fatturato|Reception|neg
1056|Il parcheggio doveva...|Il parcheggio doveva essere gratuito e invece a fine soggiorno ci è stato addebitato.|Reception|neg
1057|Il parcheggio interno...|Il parcheggio interno era al completo e abbiamo dovuto lasciare l'auto in strada.|Reception|neg
1058|Il parcheggio custodito...|Il parcheggio custodito era al completo e abbiamo dovuto lasciare l'auto in strada.|Reception|neg
1059|Il personale dell'albergo...|Il personale dell'albergo non ha saputo fornirmi indicazioni sui mezzi pubblici della zona.|Reception|neg
1060|La struttura non...|La struttura non merita i soldi spesi.|Reception|neg
1061|Direzione poco professionale...|Direzione poco professionale e poco accogliente nei confronti delle richieste dei clienti.|Reception|neg
1062|Mentre eravamo ancora...|Mentre eravamo ancora in stanza per vestirci, sono entrati senza nemmeno bussare o avvisare.|Reception|neg
