id|title|body|department|sentiment|preprocessed_body
834|Molto delusa! Non...|Molto delusa! Non hanno accettato un cambio di prenotazione né fornito alcun rimborso|Reception|neg|molto delusa non hanno accettato un cambio di prenotazione né fornito alcun rimborso
835|Molto delusa! Non...|Molto delusa! Non hanno accettato un cambio di prenotazione né fornito alcun indennizzo.|Reception|neg|molto delusa non hanno accettato un cambio di prenotazione né fornito alcun indennizzo
836|Non hanno nemmeno...|Non hanno nemmeno la decenza di trattare bene i pochi clienti che hanno sono senza parole.|Reception|neg|non hanno nemmeno la decenza di trattare bene i pochi clienti che hanno sono senza parole
837|Non hanno nemmeno...|Non hanno nemmeno la decenza di trattare bene i pochi ospiti che hanno sono senza parole.|Reception|neg|non hanno nemmeno la decenza di trattare bene i pochi ospiti che hanno sono senza parole
838|Non hanno nemmeno...|Non hanno nemmeno la dignità di trattare bene i pochi clienti che hanno sono senza parole.|Reception|neg|non hanno nemmeno la dignità di trattare bene i pochi clienti che hanno sono senza parole
839|Non hanno nemmeno...|Non hanno nemmeno la dignità di trattare bene i pochi ospiti che hanno sono senza parole.|Reception|neg|non hanno nemmeno la dignità di trattare bene i pochi ospiti che hanno sono senza parole
840|Addetti notturni alla...|Addetti notturni alla reception davvero incapaci e svogliati.|Reception|neg|addetti notturni alla reception davvero incapaci e svogliati
841|Addetti notturni alla...|Addetti notturni alla reception davvero incompetenti e svogliati.|Reception|neg|addetti notturni alla reception davvero incompetenti e svogliati
842|Responsabili notturni alla...|Responsabili notturni alla reception davvero incapaci e svogliati.|Reception|neg|responsabili notturni alla reception davvero incapaci e svogliati
843|Responsabili notturni alla...|Responsabili notturni alla reception davvero incompetenti e svogliati.|Reception|neg|responsabili notturni alla reception davvero incompetenti e svogliati
844|Non particolarmente accogliente...|Non particolarmente accogliente Personale svogliato se non addirittura maleducato|Reception|neg|non particolarmente accogliente personale svogliato se non addirittura maleducato
845|Non particolarmente accogliente...|Non particolarmente accogliente Personale svogliato se non addirittura sgarbato.|Reception|neg|non particolarmente accogliente personale svogliato se non addirittura sgarbato
846|Non particolarmente ospitale....|Non particolarmente ospitale. Personale svogliato se non addirittura maleducato|Reception|neg|non particolarmente ospitale personale svogliato se non addirittura maleducato
847|Non particolarmente ospitale....|Non particolarmente ospitale. Personale svogliato se non addirittura sgarbato.|Reception|neg|non particolarmente ospitale personale svogliato se non addirittura sgarbato
848|Ho dovuto chiedere...|Ho dovuto chiedere più volte per poter avere una coperta in più e per sapere come attivare il wifi.|Reception|neg|ho dovuto chiedere più volte per poter avere una coperta in più e per sapere come attivare il wifi
849|Ho dovuto chiamare...|Ho dovuto chiamare più volte per poter avere una coperta in più e per sapere come attivare il wifi.|Reception|neg|ho dovuto chiamare più volte per poter avere una coperta in più e per sapere come attivare il wifi
850|Alla reception non...|Alla reception non ti danno alcuna informazione e in camera non funziona quasi nulla|Reception|neg|alla reception non ti danno alcuna informazione e in camera non funziona quasi nulla
851|Alla reception non...|Alla reception non ti danno alcuna informazione e in camera non funziona quasi niente.|Reception|neg|alla reception non ti danno alcuna informazione e in camera non funziona quasi niente
852|Alla reception non...|Alla reception non ti danno alcuna indicazione e in camera non funziona quasi nulla|Reception|neg|alla reception non ti danno alcuna indicazione e in camera non funziona quasi nulla
853|Alla reception non...|Alla reception non ti danno alcuna indicazione e in camera non funziona quasi niente.|Reception|neg|alla reception non ti danno alcuna indicazione e in camera non funziona quasi niente
854|Il proprietario continuava...|Il proprietario continuava a tormentarci, bussava alla porta della nostra camera al mattino e cercava di entrare.|Reception|neg|il proprietario continuava a tormentarci bussava alla porta della nostra camera al mattino e cercava di entrare
855|Avevo prenotato con...|Avevo prenotato con ingresso alle 13:00, ma quando siamo arrivati non c'era nessuno ad aspettarci|Reception|neg|avevo prenotato con ingresso alle 13 00 ma quando siamo arrivati non c era nessuno ad aspettarci
856|Avevo prenotato con...|Avevo prenotato con ingresso alle 13:00, ma quando siamo arrivati non c'era nessuno ad attenderci.|Reception|neg|avevo prenotato con ingresso alle 13 00 ma quando siamo arrivati non c era nessuno ad attenderci
857|Accetta prenotazioni anche...|Accetta prenotazioni anche se non ha posti letto, dirottando su un altro albergo pessimo|Reception|neg|accetta prenotazioni anche se non ha posti letto dirottando su un altro albergo pessimo
858|Accetta prenotazioni anche...|Accetta prenotazioni anche se non ha posti letto, dirottando su un altro albergo orribile.|Reception|neg|accetta prenotazioni anche se non ha posti letto dirottando su un altro albergo orribile
859|Prende prenotazioni anche...|Prende prenotazioni anche se non ha posti letto, dirottando su un altro albergo pessimo|Reception|neg|prende prenotazioni anche se non ha posti letto dirottando su un altro albergo pessimo
860|Prende prenotazioni anche...|Prende prenotazioni anche se non ha posti letto, dirottando su un altro albergo orribile.|Reception|neg|prende prenotazioni anche se non ha posti letto dirottando su un altro albergo orribile
861|Le camere risultano...|Le camere risultano libere anche quando in realtà sono occupate|Reception|neg|le camere risultano libere anche quando in realtà sono occupate
862|Le camere risultano...|Le camere risultano libere anche quando in realtà sono impegnate.|Reception|neg|le camere risultano libere anche quando in realtà sono impegnate
863|Se vi lamentate...|Se vi lamentate della sistemazione iniziano ad urlare e a chiamarvi ladri. Da evitare come la peste.|Reception|neg|se vi lamentate della sistemazione iniziano ad urlare e a chiamarvi ladri da evitare come la peste
864|Nessuno tra il...|Nessuno tra il personale alla reception parlava la nostra lingua.|Reception|neg|nessuno tra il personale alla reception parlava la nostra lingua
865|Non c'è una...|Non c'è una reception o qualcosa di simile e quindi non si ha la possibilità di contattare nessuno.|Reception|neg|non c é una reception o qualcosa di simile e quindi non si ha la possibilità di contattare nessuno
866|Scarsa trasparenza e...|Scarsa trasparenza e poca chiarezza su politiche di cancellazione, rimborsi e depositi.|Reception|neg|scarsa trasparenza e poca chiarezza su politiche di cancellazione rimborsi e depositi
867|Problemi con la...|Problemi con la gestione di documenti o identificazioni (richiesta di documenti non chiara e eccessiva).|Reception|neg|problemi con la gestione di documenti o identificazioni richiesta di documenti non chiara e eccessiva
868|Bisognerebbe ristrutturare la...|Bisognerebbe ristrutturare la hall e assumere uno staff più cordiale|Reception|neg|bisognerebbe ristrutturare la hall e assumere uno staff più cordiale
869|Bisognerebbe ristrutturare la...|Bisognerebbe ristrutturare la hall e assumere uno staff più gentile.|Reception|neg|bisognerebbe ristrutturare la hall e assumere uno staff più gentile
870|Nessuna accoglienza, nessuno...|Nessuna accoglienza, nessuno che ti accompagni in un labirinto di scale pianerottoli fino alla tua camera.|Reception|neg|nessuna accoglienza nessuno che ti accompagni in un labirinto di scale pianerottoli fino alla tua camera
871|In ascensore entrano...|In ascensore entrano a malapena 2 persone senza valige|Reception|neg|in ascensore entrano a malapena 2 persone senza valige
872|In ascensore entrano...|In ascensore entrano a malapena 2 persone senza bagagli.|Reception|neg|in ascensore entrano a malapena 2 persone senza bagagli
873|In ascensore entrano...|In ascensore entrano a stento 2 persone senza valige|Reception|neg|in ascensore entrano a stento 2 persone senza valige
874|In ascensore entrano...|In ascensore entrano a stento 2 persone senza bagagli.|Reception|neg|in ascensore entrano a stento 2 persone senza bagagli
875|Personale poco gentile...|Personale poco gentile e frettoloso in ogni occasione|Reception|neg|personale poco gentile e frettoloso in ogni occasione
876|Personale poco gentile...|Personale poco gentile e frettoloso in ogni situazione|Reception|neg|personale poco gentile e frettoloso in ogni situazione
877|Personale poco gentile...|Personale poco gentile e frettoloso in ogni circostanza.|Reception|neg|personale poco gentile e frettoloso in ogni circostanza
878|Personale poco gentile...|Personale poco gentile e superficiale in ogni occasione|Reception|neg|personale poco gentile e superficiale in ogni occasione
879|Personale poco gentile...|Personale poco gentile e superficiale in ogni situazione|Reception|neg|personale poco gentile e superficiale in ogni situazione
880|Personale poco gentile...|Personale poco gentile e superficiale in ogni circostanza.|Reception|neg|personale poco gentile e superficiale in ogni circostanza
881|Il personale delle...|Il personale delle pulizie inizia a disturbare già alle 7:30 bussando per essere aperti.|Reception|neg|il personale delle pulizie inizia a disturbare già alle 7 30 bussando per essere aperti
882|Il personale delle...|Il personale delle pulizie inizia a infastidire già alle 7:30 bussando per essere aperti.|Reception|neg|il personale delle pulizie inizia a infastidire già alle 7 30 bussando per essere aperti
883|Reception aperta solo...|Reception aperta solo poche ore al giorno. Nessun personale durante la notte.|Reception|neg|reception aperta solo poche ore al giorno nessun personale durante la notte
884|Reception aperta solo...|Reception aperta solo poche ore al giorno. niente personale durante la notte.|Reception|neg|reception aperta solo poche ore al giorno niente personale durante la notte
885|Difficile trovare la...|Difficile trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg|difficile trovare la camera con le scarse e scarne informazioni fornite
886|Difficile trovare la...|Difficile trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg|difficile trovare la camera con le scarse e scarne indicazioni fornite
887|complicato trovare la...|complicato trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg|complicato trovare la camera con le scarse e scarne informazioni fornite
888|complicato trovare la...|complicato trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg|complicato trovare la camera con le scarse e scarne indicazioni fornite
889|arduo trovare la...|arduo trovare la camera con le scarse e scarne informazioni fornite.|Reception|neg|arduo trovare la camera con le scarse e scarne informazioni fornite
890|arduo trovare la...|arduo trovare la camera con le scarse e scarne indicazioni fornite.|Reception|neg|arduo trovare la camera con le scarse e scarne indicazioni fornite
891|Carenza cronica di...|Carenza cronica di personale. Non c'è mai nessuno a cui chiedere informazioni.|Reception|neg|carenza cronica di personale non c é mai nessuno a cui chiedere informazioni
892|Carenza cronica di...|Carenza cronica di personale. Non c'è mai qualcuno a cui chiedere informazioni.|Reception|neg|carenza cronica di personale non c é mai qualcuno a cui chiedere informazioni
893|Carenza costante di...|Carenza costante di personale. Non c'è mai nessuno a cui chiedere informazioni.|Reception|neg|carenza costante di personale non c é mai nessuno a cui chiedere informazioni
894|Carenza costante di...|Carenza costante di personale. Non c'è mai qualcuno a cui chiedere informazioni.|Reception|neg|carenza costante di personale non c é mai qualcuno a cui chiedere informazioni
895|Servizio lento, brusco...|Servizio lento, brusco e generalmente negativo. Pochi impiegati e spesso impreparati|Reception|neg|servizio lento brusco e generalmente negativo pochi impiegati e spesso impreparati
896|Servizio lento, brusco...|Servizio lento, brusco e generalmente negativo. Pochi impiegati e spesso inesperto.|Reception|neg|servizio lento brusco e generalmente negativo pochi impiegati e spesso inesperto
897|Cordialità di tutto...|Cordialità di tutto personale: zero assoluto. Non ci tornerò mai più.|Reception|neg|cordialità di tutto personale zero assoluto non ci tornerò mai più
898|Gentilezza di tutto...|Gentilezza di tutto personale: zero assoluto. Non ci tornerò mai più.|Reception|neg|gentilezza di tutto personale zero assoluto non ci tornerò mai più
899|C'era qualcuno al...|C'era qualcuno al mio piano che durante la notte ha iniziato a urlare piú volte svegliando tutti.|Reception|neg|c era qualcuno al mio piano che durante la notte ha iniziato a urlare pi volte svegliando tutti
900|C'era qualcuno al...|C'era qualcuno al mio piano che durante la notte ha iniziato a gridare piú volte svegliando tutti.|Reception|neg|c era qualcuno al mio piano che durante la notte ha iniziato a gridare pi volte svegliando tutti
901|Il check-in più...|Il check-in più disorganizzato mai visto. Hanno sbagliato 3 volte a scrivere i miei dati.|Reception|neg|il check in più disorganizzato mai visto hanno sbagliato 3 volte a scrivere i miei dati
902|Il check-in più...|Il check-in più disorganizzato mai visto. Hanno sbagliato 3 volte a compilare i miei dati.|Reception|neg|il check in più disorganizzato mai visto hanno sbagliato 3 volte a compilare i miei dati
903|Il check-in più...|Il check-in più caotico mai visto. Hanno sbagliato 3 volte a scrivere i miei dati.|Reception|neg|il check in più caotico mai visto hanno sbagliato 3 volte a scrivere i miei dati
904|Il check-in più...|Il check-in più caotico mai visto. Hanno sbagliato 3 volte a compilare i miei dati.|Reception|neg|il check in più caotico mai visto hanno sbagliato 3 volte a compilare i miei dati
905|Lo staff ha...|Lo staff ha risposto male e sempre negativamente a qualsiasi richiesta|Reception|neg|lo staff ha risposto male e sempre negativamente a qualsiasi richiesta
906|Lo staff ha...|Lo staff ha risposto male e sempre negativamente a qualsiasi domanda.|Reception|neg|lo staff ha risposto male e sempre negativamente a qualsiasi domanda
907|Personale non accogliente...|Personale non accogliente e poco disponibile.|Reception|neg|personale non accogliente e poco disponibile
908|La reception non...|La reception non è all'interno dell'hotel, quindi se vuoi chiedere informazioni devi prenderti la pioggia|Reception|neg|la reception non é all interno dell hotel quindi se vuoi chiedere informazioni devi prenderti la pioggia
909|La reception non...|La reception non è all'interno dell'hotel, quindi se vuoi avere informazioni devi prenderti la pioggia|Reception|neg|la reception non é all interno dell hotel quindi se vuoi avere informazioni devi prenderti la pioggia
910|Niente telefono in...|Niente telefono in camera; per contattare la reception devi usare il tuo telefono.|Reception|neg|niente telefono in camera per contattare la reception devi usare il tuo telefono
911|Niente telefono in...|Niente telefono in camera; per chiamare la reception devi usare il tuo telefono.|Reception|neg|niente telefono in camera per chiamare la reception devi usare il tuo telefono
912|Niente acqua calda,...|Niente acqua calda, solo tiepida, che in inverno è inaccettabile|Reception|neg|niente acqua calda solo tiepida che in inverno é inaccettabile
913|Niente acqua calda,...|Niente acqua calda, solo tiepida, che in inverno è inammissibile.|Reception|neg|niente acqua calda solo tiepida che in inverno é inammissibile
914|Il portiere di...|Il portiere di notte ci ha rivelato che il riscaldamento è guasto da 8 anni.|Reception|neg|il portiere di notte ci ha rivelato che il riscaldamento é guasto da 8 anni
915|Il portiere di...|Il portiere di notte ci ha rivelato che il riscaldamento è rotto da 8 anni.|Reception|neg|il portiere di notte ci ha rivelato che il riscaldamento é rotto da 8 anni
916|Il custode di...|Il custode di notte ci ha rivelato che il riscaldamento è guasto da 8 anni.|Reception|neg|il custode di notte ci ha rivelato che il riscaldamento é guasto da 8 anni
917|Il custode di...|Il custode di notte ci ha rivelato che il riscaldamento è rotto da 8 anni.|Reception|neg|il custode di notte ci ha rivelato che il riscaldamento é rotto da 8 anni
918|Il personale dell'hotel...|Il personale dell'hotel ha fatto sparire alcuni miei effetti personali. Ho sporto denuncia.|Reception|neg|il personale dell hotel ha fatto sparire alcuni miei effetti personali ho sporto denuncia
919|Siamo giunte di...|Siamo giunte di mattina (così come da prenotazione) ma la nostra camera è stata liberata solo di pomeriggio.|Reception|neg|siamo giunte di mattina così come da prenotazione ma la nostra camera é stata liberata solo di pomeriggio
920|Siamo arrivate di...|Siamo arrivate di mattina (così come da prenotazione) ma la nostra camera è stata liberata solo di pomeriggio.|Reception|neg|siamo arrivate di mattina così come da prenotazione ma la nostra camera é stata liberata solo di pomeriggio
921|Servizio sia ai...|Servizio sia ai piani che alla reception veramente scarso. Albergo da massimo 1 stella.|Reception|neg|servizio sia ai piani che alla reception veramente scarso albergo da massimo 1 stella
922|Servizio sia ai...|Servizio sia ai piani che alla reception davvero scarso. Albergo da massimo 1 stella.|Reception|neg|servizio sia ai piani che alla reception davvero scarso albergo da massimo 1 stella
923|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle esigenze dei clienti.|Reception|neg|il personale della reception dovrebbe prestare più attenzione alle esigenze dei clienti
924|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle richieste dei clienti.|Reception|neg|il personale della reception dovrebbe prestare più attenzione alle richieste dei clienti
925|Il personale della...|Il personale della reception dovrebbe prestare più attenzione alle necessità dei clienti.|Reception|neg|il personale della reception dovrebbe prestare più attenzione alle necessità dei clienti
926|Personale maleducato e...|Personale maleducato e addetti al facchinaggio senza alcuna cura per i nostri bagagli.|Reception|neg|personale maleducato e addetti al facchinaggio senza alcuna cura per i nostri bagagli
927|Personale maleducato e...|Personale maleducato e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli.|Reception|neg|personale maleducato e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli
928|Personale rozzo e...|Personale rozzo e addetti al facchinaggio senza alcuna cura per i nostri bagagli.|Reception|neg|personale rozzo e addetti al facchinaggio senza alcuna cura per i nostri bagagli
929|Personale rozzo e...|Personale rozzo e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli.|Reception|neg|personale rozzo e addetti al facchinaggio senza alcuna attenzione per i nostri bagagli
930|Gente che si...|Gente che si asciuga i capelli di notte, sbatte le porte, musica ad alto volume, sconsigliatissimo.|Reception|neg|gente che si asciuga i capelli di notte sbatte le porte musica ad alto volume sconsigliatissimo
931|La cameriera si...|La cameriera si è messa a gridare perché mia moglie ha chiesto se poteva avere un té.|Reception|neg|la cameriera si é messa a gridare perché mia moglie ha chiesto se poteva avere un té
932|La cameriera si...|La cameriera si è messa a urlare perché mia moglie ha chiesto se poteva avere un té.|Reception|neg|la cameriera si é messa a urlare perché mia moglie ha chiesto se poteva avere un té
933|Il personale sembra...|Il personale sembra sempre che ti stia facendo un favore per qualsiasi richiesta|Reception|neg|il personale sembra sempre che ti stia facendo un favore per qualsiasi richiesta
934|Il personale sembra...|Il personale sembra sempre che ti stia facendo un favore per qualsiasi cosa.|Reception|neg|il personale sembra sempre che ti stia facendo un favore per qualsiasi cosa
935|Ho chiesto se...|Ho chiesto se potevano chiamarmi un taxi e mi è stato risposto che potevo chiamarmelo da solo.|Reception|neg|ho chiesto se potevano chiamarmi un taxi e mi é stato risposto che potevo chiamarmelo da solo
936|Abbiamo attesto oltre...|Abbiamo attesto oltre mezz'ora alla reception che arrivasse un addetto per il check-in.|Reception|neg|abbiamo attesto oltre mezz ora alla reception che arrivasse un addetto per il check in
937|Abbiamo aspettato oltre...|Abbiamo aspettato oltre mezz'ora alla reception che arrivasse un addetto per il check-in.|Reception|neg|abbiamo aspettato oltre mezz ora alla reception che arrivasse un addetto per il check in
938|Addetto alla reception...|Addetto alla reception per niente professionale, non indossava nemmeno l'uniforme.|Reception|neg|addetto alla reception per niente professionale non indossava nemmeno l uniforme
939|Ad ogni segnalazione,...|Ad ogni segnalazione, il personale risponde con un sorriso e una promessa ma poi di fatto non fa nulla.|Reception|neg|ad ogni segnalazione il personale risponde con un sorriso e una promessa ma poi di fatto non fa nulla
940|Personale poco disponibile...|Personale poco disponibile e schietto fino alla maleducazione|Reception|neg|personale poco disponibile e schietto fino alla maleducazione
941|Personale poco disponibile...|Personale poco disponibile e schietto fino alla scortesia.|Reception|neg|personale poco disponibile e schietto fino alla scortesia
942|Accoglienza quasi zero...|Accoglienza quasi zero e senza ascensore (4 piani!).|Reception|neg|accoglienza quasi zero e senza ascensore 4 piani
943|Accoglienza quasi nulla...|Accoglienza quasi nulla e senza ascensore (4 piani!).|Reception|neg|accoglienza quasi nulla e senza ascensore 4 piani
944|Gente che entra...|Gente che entra ed esce dall'albergo poco raccomandabile...|Reception|neg|gente che entra ed esce dall albergo poco raccomandabile
945|Fin dalla prenotazione,...|Fin dalla prenotazione, ho parlato con personale scortese a livelli esagerati|Reception|neg|fin dalla prenotazione ho parlato con personale scortese a livelli esagerati
946|Fin dalla prenotazione,...|Fin dalla prenotazione, ho parlato con personale scortese a livelli estremi.|Reception|neg|fin dalla prenotazione ho parlato con personale scortese a livelli estremi
947|OVERBOOKING a mezzanotte;...|OVERBOOKING a mezzanotte; nonostante prenotazione non avevano riservato una stanza per me.|Reception|neg|overbooking a mezzanotte nonostante prenotazione non avevano riservato una stanza per me
948|OVERBOOKING a mezzanotte;...|OVERBOOKING a mezzanotte; nonostante prenotazione non avevano tenuto una stanza per me.|Reception|neg|overbooking a mezzanotte nonostante prenotazione non avevano tenuto una stanza per me
949|Prenotato online e...|Prenotato online e pagato in anticipo, quando sono arrivato ho scoperto che non avevano camere.|Reception|neg|prenotato online e pagato in anticipo quando sono arrivato ho scoperto che non avevano camere
950|Il comportamento del...|Il comportamento del personale dell'hotel è pessimo. Maleducati e cafoni.|Reception|neg|il comportamento del personale dell hotel é pessimo maleducati e cafoni
951|Il contegno del...|Il contegno del personale dell'hotel è pessimo. Maleducati e cafoni.|Reception|neg|il contegno del personale dell hotel é pessimo maleducati e cafoni
952|Alla reception un...|Alla reception un confuso signore ha impiegato 10 minuti per trovare la mia prenotazione.|Reception|neg|alla reception un confuso signore ha impiegato 10 minuti per trovare la mia prenotazione
953|Alla reception un...|Alla reception un disordinato signore ha impiegato 10 minuti per trovare la mia prenotazione.|Reception|neg|alla reception un disordinato signore ha impiegato 10 minuti per trovare la mia prenotazione
954|La correttezza e...|La correttezza e la professionalità non sono di casa in questo porcile chiamato hotel.|Reception|neg|la correttezza e la professionalità non sono di casa in questo porcile chiamato hotel
955|Ci hanno costretto...|Ci hanno costretto a cambiare camera da un giorno all'altro senza darci spiegazioni e con molto disagio|Reception|neg|ci hanno costretto a cambiare camera da un giorno all altro senza darci spiegazioni e con molto disagio
956|Ci hanno costretto...|Ci hanno costretto a cambiare camera da un giorno all'altro senza darci spiegazioni e con molto fastidio.|Reception|neg|ci hanno costretto a cambiare camera da un giorno all altro senza darci spiegazioni e con molto fastidio
957|Avevamo una camera...|Avevamo una camera con bagno ma dopo un giorno ci hanno spostato in una camera senza bagno senza preavviso. Servizio clienti deludente|Reception|neg|avevamo una camera con bagno ma dopo un giorno ci hanno spostato in una camera senza bagno senza preavviso servizio clienti deludente
958|Personale impreparato che...|Personale impreparato che ha creato disordine e confusione per il pagamento.|Reception|neg|personale impreparato che ha creato disordine e confusione per il pagamento
959|Personale incapace che...|Personale incapace che ha creato disordine e confusione per il pagamento.|Reception|neg|personale incapace che ha creato disordine e confusione per il pagamento
960|Il personale non...|Il personale non comprende l'italiano e quando lo capivano erano TOTALMENTE DSINTERESSATI a qualsiasi richiesta.|Reception|neg|il personale non comprende l italiano e quando lo capivano erano totalmente dsinteressati a qualsiasi richiesta
961|Quando ho fatto...|Quando ho fatto notare che dalla finestra entrava acqua mi è stato risposto e quindi cosa vuoi?|Reception|neg|quando ho fatto notare che dalla finestra entrava acqua mi é stato risposto e quindi cosa vuoi
962|Quando ho fatto...|Quando ho fatto rilevare che dalla finestra entrava acqua mi è stato risposto e quindi cosa vuoi?|Reception|neg|quando ho fatto rilevare che dalla finestra entrava acqua mi é stato risposto e quindi cosa vuoi
963|Reception praticamente inesistente...|Reception praticamente inesistente 0 personale, 0 servizi, 0 professionalità.|Reception|neg|reception praticamente inesistente 0 personale 0 servizi 0 professionalità
964|Reception praticamente immaginaria:...|Reception praticamente immaginaria: 0 personale, 0 servizi, 0 professionalità.|Reception|neg|reception praticamente immaginaria 0 personale 0 servizi 0 professionalità
965|All'arrivo in hotel...|All'arrivo in hotel ci sono stati richiesti ulteriori soldi (non previsti) per darci la camera già pagata.|Reception|neg|all arrivo in hotel ci sono stati richiesti ulteriori soldi non previsti per darci la camera già pagata
966|Il receptionist ci...|Il receptionist ci ha accolti con le pantofole e nonostante stessimo a Milano non parlava italiano!|Reception|neg|il receptionist ci ha accolti con le pantofole e nonostante stessimo a milano non parlava italiano
967|Per uscire alle...|Per uscire alle 7, abbiamo dovuto svegliare il tipo della reception che si è presentato in pigiama e infradito.|Reception|neg|per uscire alle 7 abbiamo dovuto svegliare il tipo della reception che si é presentato in pigiama e infradito
968|In fase di...|In fase di check-in ci hanno chiesto di pagare 40 euro per avere elettricità in camera. Da denuncia.|Reception|neg|in fase di check in ci hanno chiesto di pagare 40 euro per avere elettricità in camera da denuncia
969|In fase di...|In fase di check-in ci hanno chiesto di pagare 40 euro per avere corrente in camera. Da denuncia.|Reception|neg|in fase di check in ci hanno chiesto di pagare 40 euro per avere corrente in camera da denuncia
970|Pieno di tariffe...|Pieno di tariffe nascoste Il soggiorno mi è costato 100 euro in più al giorno. Ladri|Reception|neg|pieno di tariffe nascoste il soggiorno mi é costato 100 euro in più al giorno ladri
971|Pieno di tariffe...|Pieno di tariffe nascoste Il soggiorno mi è costato 100 euro in più al giorno. truffatori.|Reception|neg|pieno di tariffe nascoste il soggiorno mi é costato 100 euro in più al giorno truffatori
972|Pieno di tariffe...|Pieno di tariffe occultate. Il soggiorno mi è costato 100 euro in più al giorno. Ladri|Reception|neg|pieno di tariffe occultate il soggiorno mi é costato 100 euro in più al giorno ladri
973|Pieno di tariffe...|Pieno di tariffe occultate. Il soggiorno mi è costato 100 euro in più al giorno. truffatori.|Reception|neg|pieno di tariffe occultate il soggiorno mi é costato 100 euro in più al giorno truffatori
974|Nonostante le nostre...|Nonostante le nostre rimostranze non è stato possibile aver alcun supporto dal personale.|Reception|neg|nonostante le nostre rimostranze non é stato possibile aver alcun supporto dal personale
975|Nonostante le nostre...|Nonostante le nostre rimostranze non è stato possibile aver alcun aiuto dal personale.|Reception|neg|nonostante le nostre rimostranze non é stato possibile aver alcun aiuto dal personale
976|Nonostante le nostre...|Nonostante le nostre proteste non è stato possibile aver alcun supporto dal personale.|Reception|neg|nonostante le nostre proteste non é stato possibile aver alcun supporto dal personale
977|Nonostante le nostre...|Nonostante le nostre proteste non è stato possibile aver alcun aiuto dal personale.|Reception|neg|nonostante le nostre proteste non é stato possibile aver alcun aiuto dal personale
978|Nonostante le nostre...|Nonostante le nostre lamentele non è stato possibile aver alcun supporto dal personale.|Reception|neg|nonostante le nostre lamentele non é stato possibile aver alcun supporto dal personale
979|Nonostante le nostre...|Nonostante le nostre lamentele non è stato possibile aver alcun aiuto dal personale.|Reception|neg|nonostante le nostre lamentele non é stato possibile aver alcun aiuto dal personale
980|Il personale si...|Il personale si è rivelato impreparato, poco educato e menefreghista riguardo ad ogni situazione|Reception|neg|il personale si é rivelato impreparato poco educato e menefreghista riguardo ad ogni situazione
981|Il personale si...|Il personale si è rivelato impreparato, poco educato e menefreghista riguardo ad ogni circostanza.|Reception|neg|il personale si é rivelato impreparato poco educato e menefreghista riguardo ad ogni circostanza
982|Receptionist talmente scortese...|Receptionist talmente scortese che speravamo di non incontrarlo.|Reception|neg|receptionist talmente scortese che speravamo di non incontrarlo
983|Receptionist così scortese...|Receptionist così scortese che speravamo di non incontrarlo.|Reception|neg|receptionist così scortese che speravamo di non incontrarlo
984|La risposta alle...|La risposta alle nostre lamentele è stata se non vi va bene andate in un altro albergo.|Reception|neg|la risposta alle nostre lamentele é stata se non vi va bene andate in un altro albergo
985|Personale dell'hotel non...|Personale dell'hotel non professionale e pieno di pregiudizi sugli ospiti di colore.|Reception|neg|personale dell hotel non professionale e pieno di pregiudizi sugli ospiti di colore
986|Albergo sprovvisto di...|Albergo sprovvisto di POS per pagare con carta o bankomat.|Reception|neg|albergo sprovvisto di pos per pagare con carta o bankomat
987|Albergo sprovvisto di...|Albergo sprovvisto di POS per saldare con carta o bankomat.|Reception|neg|albergo sprovvisto di pos per saldare con carta o bankomat
988|Albergo privo di...|Albergo privo di POS per pagare con carta o bankomat.|Reception|neg|albergo privo di pos per pagare con carta o bankomat
989|Albergo privo di...|Albergo privo di POS per saldare con carta o bankomat.|Reception|neg|albergo privo di pos per saldare con carta o bankomat
990|Durante la notte...|Durante la notte qualcuno ha cercato di entrare in camera nostra e non c'era alcun personale per segnalarlo.|Reception|neg|durante la notte qualcuno ha cercato di entrare in camera nostra e non c era alcun personale per segnalarlo
991|Alla reception non...|Alla reception non sono in grado di fornire nessun aiuto né soluzione per nessun problema.|Reception|neg|alla reception non sono in grado di fornire nessun aiuto né soluzione per nessun problema
992|Alla reception non...|Alla reception non sono in grado di dare nessun aiuto né soluzione per nessun problema.|Reception|neg|alla reception non sono in grado di dare nessun aiuto né soluzione per nessun problema
993|Prima mi hanno...|Prima mi hanno registrato e poi mi hanno comunicato che la mia camera non aveva il bagno.|Reception|neg|prima mi hanno registrato e poi mi hanno comunicato che la mia camera non aveva il bagno
994|Prima mi hanno...|Prima mi hanno registrato e poi mi hanno detto che la mia camera non aveva il bagno.|Reception|neg|prima mi hanno registrato e poi mi hanno detto che la mia camera non aveva il bagno
995|Albergo e personale...|Albergo e personale pessimi Scarsa sicurezza perfino all'interno delle camere. Estranei sul balcone.|Reception|neg|albergo e personale pessimi scarsa sicurezza perfino all interno delle camere estranei sul balcone
